time,soc,power
2017-08-05 17:30:00+00:00,86.0,36.0
2017-08-05 17:45:00+00:00,86.0,28.0
2017-08-05 18:00:00+00:00,86.0,32.0
2017-08-05 18:15:00+00:00,86.0,28.0
2017-08-05 18:30:00+00:00,86.0,28.0
2017-08-05 18:45:00+00:00,86.0,28.0
2017-08-05 19:00:00+00:00,86.0,32.0
2017-08-05 19:15:00+00:00,86.0,28.0
2017-08-05 19:30:00+00:00,86.0,28.0
2017-08-05 19:45:00+00:00,86.0,28.0
2017-08-05 20:00:00+00:00,85.0,32.0
2017-08-05 20:15:00+00:00,85.0,-52.0
2017-08-05 20:30:00+00:00,85.0,-572.0
2017-08-05 20:45:00+00:00,83.0,-2140.0
2017-08-05 21:00:00+00:00,78.0,-360.0
2017-08-05 21:15:00+00:00,77.0,-204.0
2017-08-05 21:30:00+00:00,77.0,4.0
2017-08-05 21:45:00+00:00,76.0,-8.0
2017-08-05 22:00:00+00:00,76.0,-272.0
2017-08-05 22:15:00+00:00,75.0,-196.0
2017-08-05 22:30:00+00:00,74.0,-172.0
2017-08-05 22:45:00+00:00,74.0,-200.0
2017-08-05 23:00:00+00:00,73.0,-172.0
2017-08-05 23:15:00+00:00,72.0,-172.0
2017-08-05 23:30:00+00:00,72.0,-228.0
2017-08-05 23:45:00+00:00,71.0,-264.0
2017-08-06 00:00:00+00:00,70.0,-228.0
2017-08-06 00:15:00+00:00,69.0,-212.0
2017-08-06 00:30:00+00:00,69.0,-184.0
2017-08-06 00:45:00+00:00,68.0,-192.0
2017-08-06 01:00:00+00:00,67.0,-160.0
2017-08-06 01:15:00+00:00,67.0,-184.0
2017-08-06 01:30:00+00:00,66.0,-244.0
2017-08-06 01:45:00+00:00,65.0,-144.0
2017-08-06 02:00:00+00:00,65.0,-120.0
2017-08-06 02:15:00+00:00,64.0,-176.0
2017-08-06 02:30:00+00:00,63.0,-148.0
2017-08-06 02:45:00+00:00,63.0,-144.0
2017-08-06 03:00:00+00:00,62.0,-236.0
2017-08-06 03:15:00+00:00,61.0,-208.0
2017-08-06 03:30:00+00:00,61.0,-144.0
2017-08-06 03:45:00+00:00,60.0,-168.0
2017-08-06 04:00:00+00:00,60.0,-112.0
2017-08-06 04:15:00+00:00,59.0,4.0
2017-08-06 04:30:00+00:00,59.0,24.0
2017-08-06 04:45:00+00:00,59.0,44.0
2017-08-06 05:00:00+00:00,60.0,84.0
2017-08-06 05:15:00+00:00,60.0,252.0
2017-08-06 05:30:00+00:00,61.0,484.0
2017-08-06 05:45:00+00:00,62.0,892.0
2017-08-06 06:00:00+00:00,64.0,776.0
2017-08-06 06:15:00+00:00,66.0,920.0
2017-08-06 06:30:00+00:00,68.0,1728.0
2017-08-06 06:45:00+00:00,72.0,972.0
2017-08-06 07:00:00+00:00,74.0,1960.0
2017-08-06 07:15:00+00:00,79.0,1440.0
2017-08-06 07:30:00+00:00,82.0,1868.0
2017-08-06 07:45:00+00:00,86.0,968.0
2017-08-06 08:00:00+00:00,86.0,48.0
2017-08-06 08:15:00+00:00,86.0,48.0
2017-08-06 08:30:00+00:00,86.0,128.0
2017-08-06 08:45:00+00:00,88.0,48.0
2017-08-06 09:00:00+00:00,88.0,48.0
2017-08-06 09:15:00+00:00,88.0,48.0
2017-08-06 09:30:00+00:00,88.0,520.0
2017-08-06 09:45:00+00:00,88.0,52.0
2017-08-06 10:00:00+00:00,87.0,48.0
2017-08-06 10:15:00+00:00,87.0,48.0
2017-08-06 10:30:00+00:00,88.0,180.0
2017-08-06 10:45:00+00:00,88.0,48.0
2017-08-06 11:00:00+00:00,88.0,52.0
2017-08-06 11:15:00+00:00,87.0,100.0
2017-08-06 11:30:00+00:00,87.0,-1856.0
2017-08-06 11:45:00+00:00,82.0,840.0
2017-08-06 12:00:00+00:00,85.0,932.0
2017-08-06 12:15:00+00:00,87.0,192.0
2017-08-06 12:30:00+00:00,87.0,812.0
2017-08-06 12:45:00+00:00,87.0,264.0
2017-08-06 13:00:00+00:00,89.0,48.0
2017-08-06 13:15:00+00:00,89.0,264.0
2017-08-06 13:30:00+00:00,88.0,-152.0
2017-08-06 13:45:00+00:00,88.0,24.0
2017-08-06 14:00:00+00:00,88.0,48.0
2017-08-06 14:15:00+00:00,88.0,48.0
2017-08-06 14:30:00+00:00,88.0,48.0
2017-08-06 14:45:00+00:00,88.0,48.0
2017-08-06 15:00:00+00:00,88.0,48.0
2017-08-06 15:15:00+00:00,88.0,48.0
2017-08-06 15:30:00+00:00,88.0,48.0
2017-08-06 15:45:00+00:00,87.0,180.0
2017-08-06 16:00:00+00:00,87.0,48.0
2017-08-06 16:15:00+00:00,87.0,48.0
2017-08-06 16:30:00+00:00,87.0,48.0
2017-08-06 16:45:00+00:00,87.0,48.0
2017-08-06 17:00:00+00:00,87.0,48.0
2017-08-06 17:15:00+00:00,87.0,48.0
2017-08-06 17:30:00+00:00,87.0,24.0
2017-08-06 17:45:00+00:00,87.0,52.0
2017-08-06 18:00:00+00:00,87.0,88.0
2017-08-06 18:15:00+00:00,86.0,60.0
2017-08-06 18:30:00+00:00,86.0,-308.0
2017-08-06 18:45:00+00:00,85.0,-436.0
2017-08-06 19:00:00+00:00,84.0,-408.0
2017-08-06 19:15:00+00:00,83.0,-364.0
2017-08-06 19:30:00+00:00,82.0,-376.0
2017-08-06 19:45:00+00:00,81.0,-392.0
2017-08-06 20:00:00+00:00,80.0,-348.0
2017-08-06 20:15:00+00:00,78.0,-376.0
2017-08-06 20:30:00+00:00,77.0,-296.0
2017-08-06 20:45:00+00:00,77.0,-120.0
2017-08-06 21:00:00+00:00,76.0,-132.0
2017-08-06 21:15:00+00:00,76.0,-140.0
2017-08-06 21:30:00+00:00,75.0,-112.0
2017-08-06 21:45:00+00:00,75.0,-160.0
2017-08-06 22:00:00+00:00,74.0,-176.0
2017-08-06 22:15:00+00:00,74.0,-168.0
2017-08-06 22:30:00+00:00,73.0,-144.0
2017-08-06 22:45:00+00:00,72.0,-152.0
2017-08-06 23:00:00+00:00,72.0,-140.0
2017-08-06 23:15:00+00:00,71.0,-180.0
2017-08-06 23:30:00+00:00,71.0,-160.0
2017-08-06 23:45:00+00:00,70.0,12.0
2017-08-15 00:00:00+00:00,17.0,12.0
2017-08-15 00:15:00+00:00,17.0,12.0
2017-08-15 00:30:00+00:00,17.0,16.0
2017-08-15 00:45:00+00:00,17.0,12.0
2017-08-15 01:00:00+00:00,17.0,12.0
2017-08-15 01:15:00+00:00,17.0,12.0
2017-08-15 01:30:00+00:00,17.0,12.0
2017-08-15 01:45:00+00:00,17.0,12.0
2017-08-15 02:00:00+00:00,17.0,12.0
2017-08-15 02:15:00+00:00,17.0,12.0
2017-08-15 02:30:00+00:00,17.0,16.0
2017-08-15 02:45:00+00:00,17.0,12.0
2017-08-15 03:00:00+00:00,17.0,12.0
2017-08-15 03:15:00+00:00,17.0,12.0
2017-08-15 03:30:00+00:00,17.0,12.0
2017-08-15 03:45:00+00:00,17.0,12.0
2017-08-15 04:00:00+00:00,17.0,12.0
2017-08-15 04:15:00+00:00,17.0,12.0
2017-08-15 04:30:00+00:00,17.0,16.0
2017-08-15 04:45:00+00:00,17.0,12.0
2017-08-15 05:00:00+00:00,17.0,12.0
2017-08-15 05:15:00+00:00,17.0,12.0
2017-08-15 05:30:00+00:00,17.0,12.0
2017-08-15 05:45:00+00:00,17.0,12.0
2017-08-15 06:00:00+00:00,17.0,12.0
2017-08-15 06:15:00+00:00,17.0,12.0
2017-08-15 06:30:00+00:00,17.0,16.0
2017-08-15 06:45:00+00:00,17.0,12.0
2017-08-15 07:00:00+00:00,17.0,12.0
2017-08-15 07:15:00+00:00,17.0,12.0
2017-08-15 07:30:00+00:00,17.0,12.0
2017-08-15 07:45:00+00:00,17.0,12.0
2017-08-15 08:00:00+00:00,17.0,12.0
2017-08-15 08:15:00+00:00,17.0,12.0
2017-08-15 08:30:00+00:00,17.0,12.0
2017-08-15 08:45:00+00:00,17.0,16.0
2017-08-15 09:00:00+00:00,17.0,12.0
2017-08-15 09:15:00+00:00,17.0,12.0
2017-08-15 09:30:00+00:00,17.0,12.0
2017-08-15 09:45:00+00:00,17.0,12.0
2017-08-15 10:00:00+00:00,17.0,12.0
2017-08-15 10:15:00+00:00,17.0,12.0
2017-08-15 10:30:00+00:00,17.0,12.0
2017-08-15 10:45:00+00:00,17.0,16.0
2017-08-15 11:00:00+00:00,17.0,12.0
2017-08-15 11:15:00+00:00,17.0,12.0
2017-08-15 11:30:00+00:00,17.0,12.0
2017-08-15 11:45:00+00:00,17.0,12.0
2017-08-15 12:00:00+00:00,17.0,12.0
2017-08-15 12:15:00+00:00,17.0,12.0
2017-08-15 12:30:00+00:00,17.0,12.0
2017-08-15 12:45:00+00:00,17.0,12.0
2017-08-15 13:00:00+00:00,17.0,16.0
2017-08-15 13:15:00+00:00,17.0,12.0
2017-08-15 13:30:00+00:00,17.0,12.0
2017-08-15 13:45:00+00:00,17.0,12.0
2017-08-15 14:00:00+00:00,17.0,12.0
2017-08-15 14:15:00+00:00,17.0,12.0
2017-08-15 14:30:00+00:00,17.0,12.0
2017-08-15 14:45:00+00:00,17.0,12.0
2017-08-15 15:00:00+00:00,17.0,16.0
2017-08-15 15:15:00+00:00,17.0,12.0
2017-08-15 15:30:00+00:00,17.0,12.0
2017-08-15 15:45:00+00:00,17.0,12.0
2017-08-15 16:00:00+00:00,17.0,12.0
2017-08-15 16:15:00+00:00,17.0,12.0
2017-08-15 16:30:00+00:00,17.0,12.0
2017-08-15 16:45:00+00:00,17.0,28.0
2017-08-15 17:00:00+00:00,17.0,24.0
2017-08-15 17:15:00+00:00,17.0,28.0
2017-08-15 17:30:00+00:00,17.0,24.0
2017-08-15 17:45:00+00:00,17.0,28.0
2017-08-15 18:00:00+00:00,17.0,24.0
2017-08-15 18:15:00+00:00,17.0,28.0
2017-08-15 18:30:00+00:00,17.0,24.0
2017-08-15 18:45:00+00:00,17.0,28.0
2017-08-15 19:00:00+00:00,17.0,24.0
2017-08-15 19:15:00+00:00,17.0,28.0
2017-08-15 19:30:00+00:00,17.0,24.0
2017-08-15 19:45:00+00:00,17.0,24.0
2017-08-15 20:00:00+00:00,17.0,28.0
2017-08-15 20:15:00+00:00,17.0,24.0
2017-08-15 20:30:00+00:00,17.0,28.0
2017-08-15 20:45:00+00:00,17.0,24.0
2017-08-15 21:00:00+00:00,17.0,28.0
2017-08-15 21:15:00+00:00,17.0,24.0
2017-08-15 21:30:00+00:00,17.0,28.0
2017-08-15 21:45:00+00:00,17.0,24.0
2017-08-15 22:00:00+00:00,17.0,24.0
2017-08-15 22:15:00+00:00,17.0,28.0
2017-08-15 22:30:00+00:00,17.0,24.0
2017-08-15 22:45:00+00:00,17.0,28.0
2017-08-15 23:00:00+00:00,17.0,24.0
2017-08-15 23:15:00+00:00,17.0,24.0
2017-08-15 23:30:00+00:00,17.0,28.0
2017-08-15 23:45:00+00:00,17.0,24.0
2017-08-16 00:00:00+00:00,17.0,24.0
2017-08-16 00:15:00+00:00,17.0,28.0
2017-08-16 00:30:00+00:00,17.0,24.0
2017-08-16 00:45:00+00:00,17.0,24.0
2017-08-16 01:00:00+00:00,17.0,28.0
2017-08-16 01:15:00+00:00,17.0,24.0
2017-08-16 01:30:00+00:00,17.0,24.0
2017-08-16 01:45:00+00:00,17.0,28.0
2017-08-16 02:00:00+00:00,17.0,24.0
2017-08-16 02:15:00+00:00,17.0,24.0
2017-08-16 02:30:00+00:00,17.0,24.0
2017-08-16 02:45:00+00:00,17.0,28.0
2017-08-16 03:00:00+00:00,17.0,24.0
2017-08-16 03:15:00+00:00,17.0,28.0
2017-08-16 03:30:00+00:00,17.0,24.0
2017-08-16 03:45:00+00:00,17.0,24.0
2017-08-16 04:00:00+00:00,17.0,28.0
2017-08-16 04:15:00+00:00,17.0,24.0
2017-08-16 04:30:00+00:00,17.0,28.0
2017-08-16 04:45:00+00:00,17.0,24.0
2017-08-16 05:00:00+00:00,17.0,24.0
2017-08-16 05:15:00+00:00,17.0,24.0
2017-08-16 05:30:00+00:00,17.0,28.0
2017-08-16 05:45:00+00:00,17.0,24.0
2017-08-16 06:00:00+00:00,17.0,24.0
2017-08-16 06:15:00+00:00,17.0,28.0
2017-08-16 06:30:00+00:00,17.0,20.0
2017-08-16 06:45:00+00:00,17.0,24.0
2017-08-16 07:00:00+00:00,17.0,28.0
2017-08-16 07:15:00+00:00,17.0,24.0
2017-08-16 07:30:00+00:00,17.0,24.0
2017-08-16 07:45:00+00:00,17.0,28.0
2017-08-16 08:00:00+00:00,17.0,24.0
2017-08-16 08:15:00+00:00,17.0,24.0
2017-08-16 08:30:00+00:00,17.0,24.0
2017-08-16 08:45:00+00:00,17.0,24.0
2017-08-16 09:00:00+00:00,17.0,28.0
2017-08-16 09:15:00+00:00,17.0,24.0
2017-08-16 09:30:00+00:00,17.0,24.0
2017-08-16 09:45:00+00:00,17.0,28.0
2017-08-16 10:00:00+00:00,17.0,24.0
2017-08-16 10:15:00+00:00,17.0,24.0
2017-08-16 10:30:00+00:00,17.0,24.0
2017-08-16 10:45:00+00:00,17.0,28.0
2017-08-16 11:00:00+00:00,17.0,24.0
2017-08-16 11:15:00+00:00,17.0,24.0
2017-08-16 11:30:00+00:00,17.0,28.0
2017-08-16 11:45:00+00:00,17.0,24.0
2017-08-16 12:00:00+00:00,17.0,24.0
2017-08-16 12:15:00+00:00,17.0,24.0
2017-08-16 12:30:00+00:00,17.0,28.0
2017-08-16 12:45:00+00:00,17.0,24.0
2017-08-16 13:00:00+00:00,17.0,24.0
2017-08-16 13:15:00+00:00,17.0,24.0
2017-08-16 13:30:00+00:00,17.0,28.0
2017-08-16 13:45:00+00:00,17.0,24.0
2017-08-16 14:00:00+00:00,17.0,24.0
2017-08-16 14:15:00+00:00,17.0,24.0
2017-08-16 14:30:00+00:00,17.0,24.0
2017-08-16 14:45:00+00:00,17.0,28.0
2017-08-16 15:00:00+00:00,17.0,24.0
2017-08-16 15:15:00+00:00,17.0,24.0
2017-08-16 15:30:00+00:00,17.0,24.0
2017-08-16 15:45:00+00:00,17.0,28.0
2017-08-16 16:00:00+00:00,17.0,24.0
2017-08-16 16:15:00+00:00,17.0,24.0
2017-08-16 16:30:00+00:00,17.0,24.0
2017-08-16 16:45:00+00:00,17.0,28.0
2017-08-16 17:00:00+00:00,17.0,24.0
2017-08-16 17:15:00+00:00,17.0,24.0
2017-08-16 17:30:00+00:00,17.0,24.0
2017-08-16 17:45:00+00:00,17.0,28.0
2017-08-16 18:00:00+00:00,17.0,24.0
2017-08-16 18:15:00+00:00,17.0,24.0
2017-08-16 18:30:00+00:00,17.0,28.0
2017-08-16 18:45:00+00:00,17.0,24.0
2017-08-16 19:00:00+00:00,17.0,24.0
2017-08-16 19:15:00+00:00,17.0,28.0
2017-08-16 19:30:00+00:00,17.0,24.0
2017-08-16 19:45:00+00:00,17.0,24.0
2017-08-16 20:00:00+00:00,17.0,28.0
2017-08-16 20:15:00+00:00,17.0,24.0
2017-08-16 20:30:00+00:00,17.0,24.0
2017-08-16 20:45:00+00:00,17.0,28.0
2017-08-16 21:00:00+00:00,17.0,24.0
2017-08-16 21:15:00+00:00,17.0,24.0
2017-08-16 21:30:00+00:00,17.0,28.0
2017-08-16 21:45:00+00:00,17.0,24.0
2017-08-16 22:00:00+00:00,17.0,28.0
2017-08-16 22:15:00+00:00,17.0,24.0
2017-08-16 22:30:00+00:00,17.0,24.0
2017-08-16 22:45:00+00:00,17.0,24.0
2017-08-16 23:00:00+00:00,17.0,28.0
2017-08-16 23:15:00+00:00,17.0,24.0
2017-08-16 23:30:00+00:00,17.0,24.0
2017-08-16 23:45:00+00:00,17.0,28.0
2017-08-17 00:00:00+00:00,17.0,24.0
2017-08-17 00:15:00+00:00,17.0,24.0
2017-08-17 00:30:00+00:00,17.0,20.0
2017-08-17 00:45:00+00:00,17.0,28.0
2017-08-17 01:00:00+00:00,17.0,24.0
2017-08-17 01:15:00+00:00,17.0,24.0
2017-08-17 01:30:00+00:00,17.0,28.0
2017-08-17 01:45:00+00:00,17.0,24.0
2017-08-17 02:00:00+00:00,17.0,24.0
2017-08-17 02:15:00+00:00,17.0,28.0
2017-08-17 02:30:00+00:00,17.0,24.0
2017-08-17 02:45:00+00:00,17.0,24.0
2017-08-17 03:00:00+00:00,17.0,28.0
2017-08-17 03:15:00+00:00,17.0,24.0
2017-08-17 03:30:00+00:00,17.0,24.0
2017-08-17 03:45:00+00:00,17.0,28.0
2017-08-17 04:00:00+00:00,17.0,24.0
2017-08-17 04:15:00+00:00,17.0,28.0
2017-08-17 04:30:00+00:00,17.0,24.0
2017-08-17 04:45:00+00:00,17.0,24.0
2017-08-17 05:00:00+00:00,17.0,28.0
2017-08-17 05:15:00+00:00,17.0,24.0
2017-08-17 05:30:00+00:00,17.0,24.0
2017-08-17 05:45:00+00:00,17.0,28.0
2017-08-17 06:00:00+00:00,17.0,24.0
2017-08-17 06:15:00+00:00,17.0,28.0
2017-08-17 06:30:00+00:00,17.0,24.0
2017-08-17 06:45:00+00:00,17.0,24.0
2017-08-17 07:00:00+00:00,17.0,28.0
2017-08-17 07:15:00+00:00,17.0,24.0
2017-08-17 07:30:00+00:00,17.0,24.0
2017-08-17 07:45:00+00:00,17.0,24.0
2017-08-17 08:00:00+00:00,17.0,28.0
2017-08-17 08:15:00+00:00,17.0,24.0
2017-08-17 08:30:00+00:00,17.0,1132.0
2017-08-17 08:45:00+00:00,17.0,24.0
2017-08-17 09:00:00+00:00,17.0,24.0
2017-08-17 09:15:00+00:00,17.0,80.0
2017-08-17 09:30:00+00:00,21.0,100.0
2017-08-17 09:45:00+00:00,21.0,24.0
2017-08-17 10:00:00+00:00,21.0,24.0
2017-08-17 10:15:00+00:00,21.0,276.0
2017-08-17 10:30:00+00:00,21.0,24.0
2017-08-17 10:45:00+00:00,21.0,28.0
2017-08-17 11:00:00+00:00,21.0,24.0
2017-08-17 11:15:00+00:00,21.0,24.0
2017-08-17 11:30:00+00:00,21.0,256.0
2017-08-17 11:45:00+00:00,21.0,28.0
2017-08-17 12:00:00+00:00,21.0,24.0
2017-08-17 12:15:00+00:00,21.0,224.0
2017-08-17 12:30:00+00:00,21.0,24.0
2017-08-17 12:45:00+00:00,21.0,28.0
2017-08-17 13:00:00+00:00,22.0,180.0
2017-08-17 13:15:00+00:00,22.0,28.0
2017-08-17 13:30:00+00:00,22.0,-4.0
2017-08-17 13:45:00+00:00,22.0,60.0
2017-08-17 14:00:00+00:00,22.0,24.0
2017-08-17 14:15:00+00:00,22.0,324.0
2017-08-17 14:30:00+00:00,22.0,156.0
2017-08-17 14:45:00+00:00,23.0,124.0
2017-08-17 15:00:00+00:00,23.0,496.0
2017-08-17 15:15:00+00:00,24.0,432.0
2017-08-17 15:30:00+00:00,24.0,56.0
2017-08-17 15:45:00+00:00,26.0,280.0
2017-08-17 16:00:00+00:00,26.0,372.0
2017-08-17 16:15:00+00:00,27.0,572.0
2017-08-17 16:30:00+00:00,27.0,184.0
2017-08-17 16:45:00+00:00,27.0,120.0
2017-08-17 17:00:00+00:00,27.0,-4.0
2017-08-17 17:15:00+00:00,27.0,4.0
2017-08-17 17:30:00+00:00,27.0,4.0
2017-08-17 17:45:00+00:00,27.0,4.0
2017-08-17 18:00:00+00:00,27.0,4.0
2017-08-17 18:15:00+00:00,27.0,28.0
2017-08-17 18:30:00+00:00,27.0,24.0
2017-08-17 18:45:00+00:00,27.0,28.0
2017-08-17 19:00:00+00:00,27.0,16.0
2017-08-17 19:15:00+00:00,27.0,28.0
2017-08-17 19:30:00+00:00,27.0,24.0
2017-08-17 19:45:00+00:00,26.0,24.0
2017-08-17 20:00:00+00:00,26.0,28.0
2017-08-17 20:15:00+00:00,26.0,28.0
2017-08-17 20:30:00+00:00,26.0,24.0
2017-08-17 20:45:00+00:00,26.0,28.0
2017-08-17 21:00:00+00:00,26.0,24.0
2017-08-17 21:15:00+00:00,26.0,28.0
2017-08-17 21:30:00+00:00,27.0,24.0
2017-08-17 21:45:00+00:00,27.0,28.0
2017-08-17 22:00:00+00:00,27.0,2524.0
2017-08-17 22:15:00+00:00,33.0,284.0
2017-08-17 22:30:00+00:00,34.0,244.0
2017-08-17 22:45:00+00:00,35.0,196.0
2017-08-17 23:00:00+00:00,35.0,164.0
2017-08-17 23:15:00+00:00,36.0,232.0
2017-08-17 23:30:00+00:00,36.0,256.0
2017-08-17 23:45:00+00:00,37.0,240.0
2017-08-18 00:00:00+00:00,37.0,224.0
2017-08-18 00:15:00+00:00,38.0,164.0
2017-08-18 00:30:00+00:00,38.0,144.0
2017-08-18 00:45:00+00:00,39.0,212.0
2017-08-18 01:00:00+00:00,39.0,252.0
2017-08-18 01:15:00+00:00,39.0,216.0
2017-08-18 01:30:00+00:00,40.0,220.0
2017-08-18 01:45:00+00:00,40.0,124.0
2017-08-18 02:00:00+00:00,40.0,56.0
2017-08-18 02:15:00+00:00,40.0,76.0
2017-08-18 02:30:00+00:00,41.0,172.0
2017-08-18 02:45:00+00:00,41.0,168.0
2017-08-18 03:00:00+00:00,41.0,148.0
2017-08-18 03:15:00+00:00,41.0,112.0
2017-08-18 03:30:00+00:00,41.0,96.0
2017-08-18 03:45:00+00:00,42.0,40.0
2017-08-18 04:00:00+00:00,42.0,196.0
2017-08-18 04:15:00+00:00,42.0,200.0
2017-08-18 04:30:00+00:00,42.0,224.0
2017-08-18 04:45:00+00:00,43.0,280.0
2017-08-18 05:00:00+00:00,42.0,8.0
2017-08-18 05:15:00+00:00,42.0,0.0
2017-08-18 05:30:00+00:00,42.0,8.0
2017-08-18 05:45:00+00:00,41.0,-4.0
2017-08-18 06:00:00+00:00,41.0,4.0
2017-08-18 06:15:00+00:00,41.0,52.0
2017-08-18 06:30:00+00:00,41.0,80.0
2017-08-18 06:45:00+00:00,41.0,-8.0
2017-08-18 07:00:00+00:00,42.0,204.0
2017-08-18 07:15:00+00:00,42.0,-4.0
2017-08-18 07:30:00+00:00,42.0,312.0
2017-08-18 07:45:00+00:00,42.0,4.0
2017-08-18 08:00:00+00:00,42.0,160.0
2017-08-18 08:15:00+00:00,43.0,4.0
2017-08-18 08:30:00+00:00,43.0,320.0
2017-08-18 08:45:00+00:00,43.0,0.0
2017-08-18 09:00:00+00:00,43.0,136.0
2017-08-18 09:15:00+00:00,44.0,8.0
2017-08-18 09:30:00+00:00,44.0,136.0
2017-08-18 09:45:00+00:00,44.0,908.0
2017-08-18 10:00:00+00:00,46.0,244.0
2017-08-18 10:15:00+00:00,46.0,80.0
2017-08-18 10:30:00+00:00,46.0,4.0
2017-08-18 10:45:00+00:00,46.0,140.0
2017-08-18 11:00:00+00:00,46.0,112.0
2017-08-18 11:15:00+00:00,45.0,4.0
2017-08-18 11:30:00+00:00,46.0,100.0
2017-08-18 11:45:00+00:00,45.0,8.0
2017-08-18 12:00:00+00:00,45.0,-8.0
2017-08-18 12:15:00+00:00,45.0,152.0
2017-08-18 12:30:00+00:00,46.0,4.0
2017-08-18 12:45:00+00:00,46.0,164.0
2017-08-18 13:00:00+00:00,45.0,156.0
2017-08-18 13:15:00+00:00,45.0,0.0
2017-08-18 13:30:00+00:00,45.0,112.0
2017-08-18 13:45:00+00:00,45.0,84.0
2017-08-18 14:00:00+00:00,45.0,28.0
2017-08-18 14:15:00+00:00,45.0,120.0
2017-08-18 14:30:00+00:00,45.0,4.0
2017-08-18 14:45:00+00:00,47.0,84.0
2017-08-18 15:00:00+00:00,47.0,4.0
2017-08-18 15:15:00+00:00,47.0,20.0
2017-08-18 15:30:00+00:00,47.0,52.0
2017-08-18 15:45:00+00:00,47.0,36.0
2017-08-18 16:00:00+00:00,47.0,92.0
2017-08-18 16:15:00+00:00,47.0,468.0
2017-08-18 16:30:00+00:00,47.0,260.0
2017-08-18 16:45:00+00:00,48.0,544.0
2017-08-18 17:00:00+00:00,50.0,460.0
2017-08-18 17:15:00+00:00,50.0,100.0
2017-08-18 17:30:00+00:00,49.0,-4.0
2017-08-18 17:45:00+00:00,49.0,0.0
2017-08-18 18:00:00+00:00,49.0,0.0
2017-08-18 18:15:00+00:00,49.0,4.0
2017-08-18 18:30:00+00:00,48.0,4.0
2017-08-18 18:45:00+00:00,48.0,4.0
